Luminosity,GlobalTemperature,WhitePopulation,BlackPopulation
1.5,71.9316194216222,0,0
1.505,72.17283114713015,0,0
1.51,72.4132374532197,0,0
1.515,72.6528437008004,0,0
1.52,72.89165519743253,0,0
1.525,73.12967719803432,0,0
1.53,73.36691490557872,0,0
1.535,73.60337347177106,0,0
1.54,73.83905799772,0,0
1.545,74.073973534605,0,0
1.55,74.30812508431654,0,0
1.555,74.54151760010417,0,0
1.56,74.77415598720061,0,0
1.565,75.00604510343679,0,0
1.57,75.23718975985732,0,0
1.575,75.46759472132001,0,0
1.58,75.69726470707936,0,0
1.585,75.92620439136239,0,0
1.59,76.15441840395931,0,0
1.595,76.38191133076144,0,0
1.6,76.60868771433022,0,0
1.605,76.83475205443438,0,0
1.61,77.06010880859502,0,0
1.615,77.28476239259138,0,0
1.62,77.50871718100679,0,0
1.625,77.73197750772087,0,0
1.63,77.95454766642753,0,0
1.635,78.17643191110982,0,0
1.64,78.39763445655213,0,0
1.645,78.61815947879957,0,0
1.65,78.8380111156494,0,0
1.655,79.057193467097,0,0
1.66,79.27571059581702,0,0
1.665,79.49356652759855,0,0
1.67,79.71076525178931,0,0
1.675,79.92731072175177,0,0
1.68,80.14320685527338,0,0
1.685,80.35845753500523,0,0
1.69,80.57306660888413,0,0
1.695,80.78703789052626,0,0
1.7,81.00037515965275,0,0
1.705,81.21308216248882,0,0
1.71,81.42516261214702,0,0
1.715,81.63662018902097,0,0
1.72,81.84745854118054,0,0
1.725,82.05768128472812,0,0
1.73,82.26729200418738,0,0
1.735,82.47629425286785,0,0
1.74,82.68469155321553,0,0
1.745,82.8924873971845,0,0
1.75,83.09968524657555,0,0
1.755,83.30628853338645,0,0
1.76,83.5123006601589,0,0
1.765,83.71772500030693,0,0
1.77,83.92256489844803,0,0
1.775,84.12682367073377,0,0
1.78,84.33050460517649,0,0
1.785,84.53361096195798,0,0
1.79,84.73614597374231,0,0
1.795,84.93811284599195,0,0
1.8,85.13951475726842,0,0
1.8,85.34035485953632,0,0
1.8,85.44077491066783,0,0
1.8,85.49098493623531,0,0
1.8,85.51608994901636,0,0
1.8,85.5286424554083,0,0
1.8,85.53491870860503,0,0
1.8,85.53805683520375,0,0
1.8,85.53962589850335,0,0
1.8,85.54041043015098,0,0
1.8,85.54080269597729,0,0
1.8,85.54099882888843,0,0
1.8,85.54109689534478,0,0
1.8,85.54114592857324,0,0
1.8,85.54117044518851,0,0
1.8,85.54118270349356,0,0
1.8,85.54118883264859,0,0
1.8,85.54119189722408,0,0
1.8,85.54119342951196,0,0
1.8,85.54119419565582,0,0
1.8,85.54119457872919,0,0
1.8,85.54119477026647,0,0
1.8,85.54119486603305,0,0
