Luminosity,GlobalTemperature,WhitePopulation,BlackPopulation
1.175,-0.5720120714187157,743,0
1.175,-0.08187362530573435,725,0
1.175,0.8436151793259519,708,0
1.175,1.8794706759631528,692,0
1.175,2.189605752331424,697,0
1.175,2.0164246590805606,705,0
1.175,1.8308913285247639,707,0
1.175,1.7828562105274846,706,0
1.175,1.5144446184230083,712,0
1.175,1.1559887073015183,718,0
1.175,1.1638967316851863,713,0
1.175,1.54809634714673,703,0
1.175,2.0694274719348438,695,0
1.175,2.4525385395195176,691,0
1.175,2.7545070999735892,688,0
1.175,2.541353882291107,698,0
1.175,1.7918639675528605,715,0
1.175,1.1850428905976118,722,0
1.175,1.4996941674900193,706,0
1.175,2.0011608188691365,697,0
1.175,2.4129539717346153,693,0
1.175,2.8137010497925385,688,0
1.175,3.1798118046669526,684,0
1.175,3.8743107760128748,671,0
1.175,4.1388339864424255,673,0
1.175,3.6108389315950653,690,0
1.175,2.4052442807971404,715,0
1.175,1.0954306477402522,734,0
1.175,-0.09806405044011426,749,0
1.175,-0.2949250484386457,739,0
1.175,0.38674445585218997,718,0
1.175,1.1331267658537842,707,0
1.175,1.3523908952646118,710,0
1.175,1.228622039056675,716,0
1.175,1.023608517350809,720,0
1.175,1.0912447593945278,715,0
1.175,1.3530014017550136,709,0
1.175,1.618122441356503,705,0
1.175,1.6558971918664418,708,0
1.175,1.5210104780996188,712,0
1.175,1.360606410840611,714,0
1.175,1.6667677124916649,704,0
1.175,2.2866150539506966,691,0
1.175,2.408753496909933,696,0
1.175,2.07014035561989,707,0
1.175,1.3856570717979815,721,0
1.175,0.8597439323774638,726,0
1.175,0.9869633227880975,716,0
1.175,1.7827489647189376,697,0
1.175,2.8057506947384447,681,0
1.175,3.6738952056927916,672,0
1.175,4.330142894576823,666,0
1.175,4.281844403069363,676,0
1.175,3.915326886660366,685,0
1.175,3.2559180470935973,697,0
1.175,2.1433064345054365,718,0
1.175,1.0968881479962698,731,0
1.175,0.1312606459188063,743,0
1.175,-0.10485912657917681,737,0
1.175,0.1653981123385017,726,0
1.175,0.3164596715829314,726,0
1.175,0.6949579735445653,718,0
1.175,0.7777709588941468,720,0
1.175,1.1499197668239545,711,0
1.175,1.7017817647778257,701,0
1.175,2.578663378461127,685,0
1.175,3.1527360590262212,682,0
1.175,3.1027201842509853,691,0
1.175,3.1183014385493806,690,0
1.175,3.2965978840001915,685,0
1.175,3.5014081944032336,682,0
1.175,3.581390230839919,682,0
1.175,2.8285883488193257,703,0
1.175,2.1074285210671793,712,0
1.175,1.357864939712313,722,0
1.175,0.7450869046635455,729,0
1.175,0.8339810621933611,719,0
1.175,1.7025173133929232,697,0
1.175,2.982357903177686,674,0
1.175,4.284366760423888,657,0
1.175,5.4425466089676755,644,0
1.175,6.167692777403124,640,0
1.175,6.531335720145599,640,0
1.175,5.944621978333532,660,0
1.175,4.607447877314971,688,0
1.175,3.3017825499833924,705,0
1.175,1.1838418729032143,744,0
1.175,-0.539308724000476,762,0
1.175,-1.79245705559765,772,0
1.175,-2.0076006726882376,761,0
1.175,-1.7996229206150915,752,0
1.175,-1.3775399953054277,743,0
1.175,-0.6846249127162658,730,0
1.175,-0.04453159526924382,722,0
1.175,0.4741201849230045,717,0
1.175,1.1935438818560222,705,0
1.175,2.023082699470283,693,0
1.175,3.04383307209941,676,0
1.175,3.6886284883211315,672,0
1.175,4.175290514402362,668,0
1.175,4.528801321910089,665,0
1.175,3.793447385091462,689,0
1.175,2.4061649773326383,716,0
1.175,0.6838631858558528,744,0
1.175,-0.38565074379507186,750,0
1.175,-0.6304035686551887,742,0
1.175,-0.34292287033580793,731,0
1.175,0.4635763246517101,714,0
1.175,2.2112441020627185,679,0
1.175,4.29002278071153,646,0
1.175,6.155788185862517,624,0
1.175,8.030414969526422,599,0
1.175,9.124931419652354,595,0
1.175,9.18930564572403,608,0
1.175,7.510176353628178,653,0
1.175,4.976722403809005,699,0
1.175,2.4304793701479404,733,0
1.175,0.3059125328523717,756,0
1.175,-0.6426985502592295,753,0
1.175,-1.0008241143262384,750,0
1.175,-0.9860106695449709,744,0
1.175,-0.9969575470861802,744,0
1.175,-1.0320129118453023,745,0
1.175,-0.9179162037074192,742,0
1.175,-0.6360175127483679,736,0
1.175,-0.3965200236996258,733,0
1.175,0.5898088349784647,710,0
1.175,2.1716436892638167,681,0
1.175,3.795146752510515,659,0
1.175,4.882647242618567,651,0
1.175,5.236551206493633,656,0
1.175,4.685507983938491,676,0
1.175,3.2125169125232826,707,0
1.175,1.2281236773828041,740,0
1.175,-0.8712137031839091,771,0
1.175,-2.026863364804332,774,0
1.175,-2.128724758721097,761,0
1.175,-1.1948779458150376,735,0
1.175,0.3635126988303575,706,0
1.175,2.7340563293554485,664,0
1.175,5.156842391245712,631,0
1.175,7.030035191041652,613,0
1.175,7.9535269639286605,613,0
1.175,7.6960532236431085,632,0
1.175,6.447964686215418,661,0
1.175,4.420446771688507,699,0
